,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
15,prince,,acknowledge, The Crown Prince was acknowledged as the true heir to the throne .,4,0,prince has property royalty. prince is at location castle. prince is used for play chess. acknowledge desires be free. acknowledge is at location church. acknowledge is used for make someone feel good.  The Crown Prince was acknowledged as the true heir to the throne .,36
16,resident,,adhere, The residents of this village adhered to Catholicism .,5,1,resident has property lazy. resident is at location apartment. resident is used for live in. adhere desires clean air. adhere is at location office. adhere is used for hold thing together.  The residents of this village adhered to Catholicism .,36
17,wallpaper,,adhere, Will this wallpaper adhere to the wall ?,3,0,wallpaper has property white. wallpaper is at location wall. wallpaper is used for cover wall. adhere desires clean air. adhere is at location office. adhere is used for hold thing together.  Will this wallpaper adhere to the wall ?,34
18,steering,,answer, The steering of my new car answers to the slightest touch .,6,1,steering has property dangerous. steering is at location car. steering is used for move car. answer desires answer. answer is at location newspaper. answer is used for get information.  The steering of my new car answers to the slightest touch .,35
19,telephone,,answer, answer the telephone .,0,0,telephone has property old. telephone is at location in office. telephone is used for talk to friend. answer desires answer. answer is at location newspaper. answer is used for get information.  answer the telephone .,31
20,question,,answer, The question concerning the meaning of life can not be answered .,10,0,question has property important. question is at location newspaper. question is used for get information. answer desires answer. answer is at location newspaper. answer is used for get information.  The question concerning the meaning of life can not be answered .,39
21,defendant,,answer, The defendant answered to all the charges of the prosecution .,2,0,defendant has property guilty of crime. defendant is at location courtroom. defendant is used for case. answer desires answer. answer is at location newspaper. answer is used for get information.  The defendant answered to all the charges of the prosecution .,32
22,mountain,,ascend, We ascended the mountain .,1,0,mountain has property beautiful. mountain is at location mountain. mountain is used for climb. ascend desires fly. ascend is at location elevator. ascend is used for climb.  We ascended the mountain .,28
23,inheritance,,ascend, Inheritance may not ascend linearly .,3,1,inheritance has property important. inheritance is at location house. inheritance is used for keep person alive. ascend desires fly. ascend is at location elevator. ascend is used for climb.  Inheritance may not ascend linearly .,32
24,path,,ascend, The path ascended to the top of the hill .,2,0,path has property walk. path is at location park. path is used for go somewhere. ascend desires fly. ascend is at location elevator. ascend is used for climb.  The path ascended to the top of the hill .,30
25,poland,,attack," Hitler attacked Poland on September 1 , 1939 and started World War II .",1,0,"poland has property south of europe. poland is at location in europe. poland is used for invade. attack desires kill. attack is at location war. attack is used for intimidate.  Hitler attacked Poland on September 1 , 1939 and started World War II .",31
26,speaker,,attack, The editors of the left - leaning paper attacked the new House Speaker .,8,1,speaker has property loud. speaker is at location office. speaker is used for make sound. attack desires kill. attack is at location war. attack is used for intimidate.  The editors of the left - leaning paper attacked the new House Speaker .,36
27,village,,attack, The Serbs attacked the village at night .,2,0,village has property fun. village is at location country. village is used for live in. attack desires kill. attack is at location war. attack is used for intimidate.  The Serbs attacked the village at night .,30
28,problem,,attack, I attacked the problem as soon as I got out of bed .,1,1,problem has property bad. problem is at location office. problem is used for solve. attack desires kill. attack is at location war. attack is used for intimidate.  I attacked the problem as soon as I got out of bed .,28
29,cancer,,attack, The cancer cells are attacking his liver .,4,1,cancer has property bad. cancer is at location hospital. cancer is used for kill. attack desires kill. attack is at location war. attack is used for intimidate.  The cancer cells are attacking his liver .,31
30,vienna,,besiege, The Turks besieged Vienna .,2,0,vienna has property famous for it chocolate. vienna is at location austria. vienna is used for vienna. besiege desires fight. besiege is at location war. besiege is used for kill person.  The Turks besieged Vienna .,33
31,problem,,besiege, She was besieged by so many problems that she got discouraged .,2,1,problem has property bad. problem is at location office. problem is used for solve. besiege desires fight. besiege is at location war. besiege is used for kill person.  She was besieged by so many problems that she got discouraged .,30
32,press,,besiege, The press photographers besieged the movie star .,3,1,press has property important. press is at location newspaper. press is used for transmit information. besiege desires fight. besiege is at location war. besiege is used for kill person.  The press photographers besieged the movie star .,32
33,foot,,bind, The Chinese would bind the feet of their women .,3,0,foot has property long. foot is at location shoe. foot is used for stand on. bind desires bind. bind is at location book. bind is used for bind.  The Chinese would bind the feet of their women .,31
34,book,,bind, They bind their books in leather .,1,0,book has property good than book. book is at location shelf. book is used for learn. bind desires bind. bind is at location book. bind is used for bind.  They bind their books in leather .,30
35,oxygen,,bind, The hydrogen binds the oxygen .,2,1,oxygen has property good. oxygen is at location air. oxygen is used for live. bind desires bind. bind is at location book. bind is used for bind.  The hydrogen binds the oxygen .,29
36,meteor,,blaze, Meteors blazed across the atmosphere .,1,1,meteor has property large. meteor is at location space. meteor is used for travel across solar system. blaze desires burn. blaze is at location fire. blaze is used for burn.  Meteors blazed across the atmosphere .,31
37,pine,,blaze, The summer sun alone can cause a pine to blaze .,9,0,pine has property green. pine is at location forest. pine is used for make campfire. blaze desires burn. blaze is at location fire. blaze is used for burn.  The summer sun alone can cause a pine to blaze .,37
38,spaceship,,blaze, The spaceship blazed out into space .,2,1,spaceship has property big. spaceship is at location space. spaceship is used for travel. blaze desires burn. blaze is at location fire. blaze is used for burn.  The spaceship blazed out into space .,29
39,foot,,blister, Her feet blistered during the long hike .,2,0,foot has property long. foot is at location shoe. foot is used for stand on. blister desires burn. blister is at location finger. blister is used for burn.  Her feet blistered during the long hike .,30
40,administration,,blister, The Senator blistered the administration in his speech on Friday .,2,1,administration has property important. administration is at location school. administration is used for organize. blister desires burn. blister is at location finger. blister is used for burn.  The Senator blistered the administration in his speech on Friday .,29
41,haze,,blur, The haze blurs the hills .,2,0,haze has property unpleasant. haze is at location thunderstorm. haze is used for clear vision. blur desires play. blur is at location movie. blur is used for forget.  The haze blurs the hills .,30
42,vision,,blur, The fog blurs my vision .,2,0,vision has property very important. vision is at location movie. vision is used for see. blur desires play. blur is at location movie. blur is used for forget.  The fog blurs my vision .,30
43,distinction,,blur, The distinction between the two theories blurred .,6,1,distinction has property important. distinction is at location church. distinction is used for make person feel good. blur desires play. blur is at location movie. blur is used for forget.  The distinction between the two theories blurred .,36
44,listener,,bolt, The listeners bolted when he discussed his strange ideas .,2,1,listener has property helpful. listener is at location church. listener is used for communicate. bolt desires be light. bolt is at location garage. bolt is used for fasten thing together.  The listeners bolted when he discussed his strange ideas .,32
45,food,,bolt, Do n't bolt your food !,2,1,food has property good. food is at location refrigerator. food is used for nutrition. bolt desires be light. bolt is at location garage. bolt is used for fasten thing together.  Do n't bolt your food !,32
46,economy,,boost, The tax cut will boost the economy .,4,1,economy has property bad. economy is at location city. economy is used for buy thing. boost desires win. boost is at location subway. boost is used for lift weight.  The tax cut will boost the economy .,33
47,voltage,,boost, Boost the voltage in an electrical circuit .,0,0,voltage has property dangerous. voltage is at location electrical circuit. voltage is used for electricity. boost desires win. boost is at location subway. boost is used for lift weight.  Boost the voltage in an electrical circuit .,29
48,singer,,boost, The singer had to be boosted onto the stage by a special contraption .,5,0,singer has property sing. singer is at location opera. singer is used for sing. boost desires win. boost is at location subway. boost is used for lift weight.  The singer had to be boosted onto the stage by a special contraption .,33
49,ball,,bounce, The rubber ball bounced .,3,0,ball has property round. ball is at location toy store. ball is used for play game. bounce desires win. bounce is at location park. bounce is used for exercise.  The rubber ball bounced .,32
50,people,,bounce, The ex - boxer 's job is to bounce people who want to enter this private club .,8,1,people has property afraid of dark. people is at location opera. people is used for help. bounce desires win. bounce is at location park. bounce is used for exercise.  The ex - boxer 's job is to bounce people who want to enter this private club .,37
51,government,,bow, The government bowed to the military pressure .,2,1,government has property corrupt. government is at location country. government is used for control. bow desires be gift. bow is at location bow. bow is used for decorate your hair.  The government bowed to the military pressure .,32
52,life,,breathe, He breathed new life into the old house .,1,1,life has property fragile. life is at location earth. life is used for live. breathe desires live. breathe is at location your lung. breathe is used for live.  He breathed new life into the old house .,29
53,fabric,,breathe, Our new synthetic fabric breathes and is perfect for summer wear .,4,1,fabric has property soft. fabric is at location fabric store. fabric is used for make clothe. breathe desires live. breathe is at location your lung. breathe is used for live.  Our new synthetic fabric breathes and is perfect for summer wear .,34
54,hair,,brush, Johnson brushed the hairs from his jacket .,1,0,hair has property curly. hair is at location your head. hair is used for comb. brush desires brush tooth. brush is at location drawer. brush is used for brush tooth.  Johnson brushed the hairs from his jacket .,31
55,wall,,brush, He brushed the wall lightly .,1,0,wall has property vertical. wall is at location wall. wall is used for divide room. brush desires brush tooth. brush is at location drawer. brush is used for brush tooth.  He brushed the wall lightly .,31
56,suit,,brush, She brushed the suit before hanging it back into the closet .,1,0,suit has property comfortable. suit is at location closet. suit is used for wear. brush desires brush tooth. brush is at location drawer. brush is used for brush tooth.  She brushed the suit before hanging it back into the closet .,30
57,suspense,,build, Suspense was building right from the beginning of the opera .,2,1,suspense has property excite. suspense is at location opera. suspense is used for make person nervous. build desires be build. build is at location build. build is used for shelter.  Suspense was building right from the beginning of the opera .,32
58,school,,build, The government is building new schools in this state .,3,0,school has property fun. school is at location school. school is used for teach. build desires be build. build is at location build. build is used for shelter.  The government is building new schools in this state .,31
59,nation,,build, build a modern nation .,0,1,nation has property corrupt. nation is at location unite state. nation is used for govern. build desires be build. build is at location build. build is used for shelter.  build a modern nation .,29
60,architect,,build, These architects build in interesting and new styles .,2,0,architect has property old. architect is at location build. architect is used for build. build desires be build. build is at location build. build is used for shelter.  These architects build in interesting and new styles .,30
61,defense,,build, build a defense on nothing but the accused person 's reputation .,0,1,defense has property important. defense is at location school. defense is used for intimidate. build desires be build. build is at location build. build is used for shelter.  build a defense on nothing but the accused person 's reputation .,28
62,sum,,buy, This sum will buy you a ride on the train .,3,0,sum has property useful. sum is at location paper. sum is used for make money. buy desires buy thing. buy is at location supermarket. buy is used for fun.  This sum will buy you a ride on the train .,32
63,love,,buy, She wanted to buy his love with her dedication to him and his work .,3,0,love has property good. love is at location family. love is used for give. buy desires buy thing. buy is at location supermarket. buy is used for fun.  She wanted to buy his love with her dedication to him and his work .,31
64,story,,buy, I ca n't buy this story .,3,1,story has property inaccurate. story is at location newspaper. story is used for entertain. buy desires buy thing. buy is at location supermarket. buy is used for fun.  I ca n't buy this story .,31
65,bee,,buzz, bees were buzzing around the hive .,2,0,bee has property small. bee is at location field. bee is used for sting. buzz desires play game. buzz is at location air. buzz is used for fun.  bees were buzzing around the hive .,30
66,plane,,buzz, Planes buzzed the crowds in the square .,1,0,plane has property fly. plane is at location airport. plane is used for fly. buzz desires play game. buzz is at location air. buzz is used for fun.  Planes buzzed the crowds in the square .,29
67,office,,buzz, This office is buzzing with activity .,3,1,office has property clutter. office is at location build. office is used for organize thing. buzz desires play game. buzz is at location air. buzz is used for fun.  This office is buzzing with activity .,32
68,servant,,buzz, he buzzed the servant .,1,1,servant has property courteous. servant is at location mansion. servant is used for serve. buzz desires play game. buzz is at location air. buzz is used for fun.  he buzzed the servant .,29
69,essence,,capture, capture the essence of Spring   .,0,1,essence has property important. essence is at location water. essence is used for make something. capture desires be free. capture is at location war. capture is used for fun.  capture the essence of Spring   .,29
70,heart,,capture, She captured all the men 's hearts .,1,1,heart has property strong. heart is at location person. heart is used for love. capture desires be free. capture is at location war. capture is used for fun.  She captured all the men 's hearts .,29
71,neutron,,capture, This nucleus has captured the slow - moving neutrons .,3,0,neutron has property very small. neutron is at location space. neutron is used for make thing move. capture desires be free. capture is at location war. capture is used for fun.  This nucleus has captured the slow - moving neutrons .,34
72,way,,claw, They clawed their way to the top of the mountain .,1,1,way has property good. way is at location book. way is used for get something. claw desires eat. claw is at location your arm. claw is used for scratch.  They clawed their way to the top of the mountain .,30
73,doorknob,,claw, She clawed the doorknob .,1,1,doorknob has property open. doorknob is at location lock in house. doorknob is used for open door. claw desires eat. claw is at location your arm. claw is used for scratch.  She clawed the doorknob .,32
74,rival,,claw, The politician clawed his rival .,2,1,rival has property bad. rival is at location war. rival is used for make enemy. claw desires eat. claw is at location your arm. claw is used for scratch.  The politician clawed his rival .,31
75,hill,,climb, Did you ever climb up the hill behind your house ?,3,0,hill has property flat. hill is at location countryside. hill is used for climb. climb desires climb mountain. climb is at location mountain. climb is used for get up mountain.  Did you ever climb up the hill behind your house ?,33
76,sale,,climb, Sales were climbing after prices were lowered .,2,1,sale has property good. sale is at location mall. sale is used for sell. climb desires climb mountain. climb is at location mountain. climb is used for get up mountain.  Sales were climbing after prices were lowered .,32
77,price,,climb, Sales were climbing after prices were lowered .,2,1,price has property good. price is at location newspaper. price is used for buy thing. climb desires climb mountain. climb is at location mountain. climb is used for get up mountain.  Sales were climbing after prices were lowered .,33
78,path,,climb, The path climbed all the way to the top of the hill .,2,1,path has property walk. path is at location park. path is used for go somewhere. climb desires climb mountain. climb is at location mountain. climb is used for get up mountain.  The path climbed all the way to the top of the hill .,33
79,drain,,clog, The leaves clog our drains in the Fall .,2,0,drain has property slippery. drain is at location drain. drain is used for drain. clog desires water. clog is at location drain. clog is used for water plant.  The leaves clog our drains in the Fall .,30
80,horse,,clog, horses were clogged until they were tamed .,2,1,horse has property big. horse is at location circus. horse is used for ride. clog desires water. clog is at location drain. clog is used for water plant.  horses were clogged until they were tamed .,30
81,market,,clog, The market is being clogged by these operations .,4,1,market has property full of person. market is at location city. market is used for buy thing. clog desires water. clog is at location drain. clog is used for water plant.  The market is being clogged by these operations .,35
82,mind,,clog, Fear clogged her mind .,1,1,mind has property complex. mind is at location your head. mind is used for think. clog desires water. clog is at location drain. clog is used for water plant.  Fear clogged her mind .,30
83,smoke,,cloud, The smoke clouded above the houses .,2,0,smoke has property bad for you. smoke is at location fire. smoke is used for relaxation. cloud desires be extinguish. cloud is at location sky. cloud is used for rain.  The smoke clouded above the houses .,32
84,face,,cloud, Their faces were clouded with sadness .,3,1,face has property round. face is at location your face. face is used for look at thing. cloud desires be extinguish. cloud is at location sky. cloud is used for rain.  Their faces were clouded with sadness .,34
85,memory,,cloud, The stroke clouded memories of her youth .,2,1,memory has property important. memory is at location book. memory is used for remember. cloud desires be extinguish. cloud is at location sky. cloud is used for rain.  The stroke clouded memories of her youth .,30
86,liquid,,cloud, The chemical clouded the liquid to which it was added .,2,1,liquid has property liquid. liquid is at location bottle. liquid is used for make wine. cloud desires be extinguish. cloud is at location sky. cloud is used for rain.  The chemical clouded the liquid to which it was added .,31
87,idea,,color, His political ideas color his lectures .,3,1,idea has property important. idea is at location book. idea is used for understand. color desires be color. color is at location wall. color is used for make picture.  His political ideas color his lectures .,32
88,wall,,color, color the walls with paint in warm tones .,0,0,wall has property vertical. wall is at location wall. wall is used for divide room. color desires be color. color is at location wall. color is used for make picture.  color the walls with paint in warm tones .,30
89,act,,commit, commit a random act of kindness .,0,0,act has property fun. act is at location opera. act is used for entertainment. commit desires be good person. commit is at location church. commit is used for make money.  commit a random act of kindness .,30
90,message,,communicate, Please communicate this message to all employees .,1,0,message has property confuse. message is at location mail. message is used for communicate. communicate desires communicate. communicate is at location classroom. communicate is used for communicate.  Please communicate this message to all employees .,28
91,anxiety,,communicate, He communicated his anxieties to the psychiatrist .,1,0,anxiety has property bad. anxiety is at location stress. anxiety is used for anxiety. communicate desires communicate. communicate is at location classroom. communicate is used for communicate.  He communicated his anxieties to the psychiatrist .,28
92,disease,,communicate, communicate a disease .,0,1,disease has property bad. disease is at location hospital. disease is used for kill. communicate desires communicate. communicate is at location classroom. communicate is used for communicate.  communicate a disease .,27
93,room,,communicate, The rooms communicated .,2,1,room has property dark. room is at location build. room is used for store thing. communicate desires communicate. communicate is at location classroom. communicate is used for communicate.  The rooms communicated .,30
94,haircut,,compare, John compared his haircut to his friend 's .,1,0,haircut has property good for your hair. haircut is at location barber shop. haircut is used for keep your hair short. compare desires be good. compare is at location math book. compare is used for compare thing.  John compared his haircut to his friend 's .,38
95,car,,compare, This car does not compare with our line of Mercedes .,4,0,car has property dangerous. car is at location garage. car is used for travel. compare desires be good. compare is at location math book. compare is used for compare thing.  This car does not compare with our line of Mercedes .,34
96,dynasty,,compare, We can compare the Han dynasty to the Romans .,2,0,dynasty has property old. dynasty is at location museum. dynasty is used for rule. compare desires be good. compare is at location math book. compare is used for compare thing.  We can compare the Han dynasty to the Romans .,32
97,personality,,compose, Greed and ambition composed his personality .,3,1,personality has property good. personality is at location build. personality is used for make person feel good. compose desires express yourself. compose is at location opera. compose is used for make music.  Greed and ambition composed his personality .,35
98,symphony,,compose, Beethoven composed nine symphonies .,1,0,symphony has property beautiful. symphony is at location symphony. symphony is used for entertainment. compose desires express yourself. compose is at location opera. compose is used for make music.  Beethoven composed nine symphonies .,30
99,office,,computerize, Our office is fully computerized now .,4,0,office has property clutter. office is at location build. office is used for organize thing. computerize desires understand. computerize is at location computer. computerize is used for calculate.  Our office is fully computerized now .,32
100,industry,,computerize, They computerized the car industry .,1,0,industry has property good. industry is at location city. industry is used for manufacture. computerize desires understand. computerize is at location computer. computerize is used for calculate.  They computerized the car industry .,28
101,content,,condense, condense the contents of a book into a summary .,0,1,content has property good. content is at location home. content is used for enjoyment. condense desires understand. condense is at location computer. condense is used for make map.  condense the contents of a book into a summary .,28
102,air,,condense, The cold air condensed the steam .,3,0,air has property thin. air is at location air. air is used for cool air. condense desires understand. condense is at location computer. condense is used for make map.  The cold air condensed the steam .,32
103,planet,,condense, All our planets condensed out of the same material .,3,0,planet has property large. planet is at location space. planet is used for live on. condense desires understand. condense is at location computer. condense is used for make map.  All our planets condensed out of the same material .,32
104,plan,,condense, Congress condensed the three - year plan into a six - month plan .,1,1,plan has property complex. plan is at location plan. plan is used for plan. condense desires understand. condense is at location computer. condense is used for make map.  Congress condensed the three - year plan into a six - month plan .,29
105,crowd,,convulse, The comedian convulsed the crowd .,2,1,crowd has property curious. crowd is at location carnival. crowd is used for watch sport. convulse desires vomit. convulse is at location hospital. convulse is used for death.  The comedian convulsed the crowd .,30
106,earthquake,,convulse, earthquakes convulsed the countryside .,1,1,earthquake has property bad. earthquake is at location city. earthquake is used for destroy build. convulse desires vomit. convulse is at location hospital. convulse is used for death.  earthquakes convulsed the countryside .,29
107,spasm,,convulse, The spasm convulses her facial muscles .,2,0,spasm has property bad. spasm is at location pain. spasm is used for pain. convulse desires vomit. convulse is at location hospital. convulse is used for death.  The spasm convulses her facial muscles .,29
108,muscle,,convulse, The muscles in her face convulsed .,5,0,muscle has property hard. muscle is at location body. muscle is used for lift. convulse desires vomit. convulse is at location hospital. convulse is used for death.  The muscles in her face convulsed .,32
109,crocodile,,crawl, The crocodile was crawling along the riverbed .,3,0,crocodile has property reptile. crocodile is at location zoo. crocodile is used for fish. crawl desires explore. crawl is at location cellar. crawl is used for get to top.  The crocodile was crawling along the riverbed .,32
110,skin,,crawl, My skin crawled -- I was terrified .,2,1,skin has property soft. skin is at location your finger. skin is used for cover body. crawl desires explore. crawl is at location cellar. crawl is used for get to top.  My skin crawled -- I was terrified .,33
111,cheese,,crawl, The old cheese was crawling with maggots .,4,1,cheese has property good. cheese is at location pizza. cheese is used for eat. crawl desires explore. crawl is at location cellar. crawl is used for get to top.  The old cheese was crawling with maggots .,33
112,child,,crawl, European children learn the breast stroke ; they often do n't know how to crawl .,14,0,child has property curious. child is at location park. child is used for play with. crawl desires explore. crawl is at location cellar. crawl is used for get to top.  European children learn the breast stroke ; they often do n't know how to crawl .,44
113,prince,,crown, The prince was crowned in Westminster Abbey .,3,0,prince has property royalty. prince is at location castle. prince is used for play chess. crown desires be give to person. crown is at location crown. crown is used for wear.  The prince was crowned in Westminster Abbey .,34
114,meeting,,crown, The speech crowned the meeting .,2,1,meeting has property important. meeting is at location conference. meeting is used for discuss issue. crown desires be give to person. crown is at location crown. crown is used for wear.  The speech crowned the meeting .,33
115,building,,crown, A weather vane crowns the building .,3,1,building has property tall. building is at location city. building is used for build. crown desires be give to person. crown is at location crown. crown is used for wear.  A weather vane crowns the building .,33
116,can,,crush, crush an aluminum can .,0,0,can has property good. can is at location shelf. can is used for store thing. crush desires girl. crush is at location carnival. crush is used for fun.  crush an aluminum can .,28
117,toy,,crush, The car crushed the toy .,2,0,toy has property fun. toy is at location child hand. toy is used for play. crush desires girl. crush is at location carnival. crush is used for fun.  The car crushed the toy .,30
118,refusal,,crush, She was crushed by his refusal of her invitation .,2,1,refusal has property bad. refusal is at location marriage. refusal is used for get something. crush desires girl. crush is at location carnival. crush is used for fun.  She was crushed by his refusal of her invitation .,30
119,bottle,,crush, The plastic bottle crushed against the wall .,3,0,bottle has property half full of liquid. bottle is at location cupboard. bottle is used for hold liquid. crush desires girl. crush is at location carnival. crush is used for fun.  The plastic bottle crushed against the wall .,34
120,smoke,,curl, The cigar smoke curled up at the ceiling .,3,1,smoke has property bad for you. smoke is at location fire. smoke is used for relaxation. curl desires be tame. curl is at location your hair. curl is used for style your hair.  The cigar smoke curled up at the ceiling .,36
121,hair,,curl," Curl my hair , please .",0,0,"hair has property curly. hair is at location your head. hair is used for comb. curl desires be tame. curl is at location your hair. curl is used for style your hair.  Curl my hair , please .",32
122,plate,,dash, He dashed the plate against the wall .,1,0,plate has property round. plate is at location kitchen. plate is used for hold food. dash desires win game. dash is at location street. dash is used for fun.  He dashed the plate against the wall .,30
123,ambition,,dash, dashed ambitions and hopes .,0,1,ambition has property good. ambition is at location university. ambition is used for win. dash desires win game. dash is at location street. dash is used for fun.  dashed ambitions and hopes .,28
124,paint,,dash, blue paint dashed with white .,2,0,paint has property fun. paint is at location wall. paint is used for make art. dash desires win game. dash is at location street. dash is used for fun.  blue paint dashed with white .,31
125,mattress,,deflate, deflate the air mattress .,0,0,mattress has property soft. mattress is at location bedroom. mattress is used for sleep on. deflate desires be extinguish. deflate is at location opera. deflate is used for deflate balloon.  deflate the air mattress .,30
126,confidence,,deflate, The bad review of his work deflated his self - confidence .,6,1,confidence has property important. confidence is at location build. confidence is used for manipulate. deflate desires be extinguish. deflate is at location opera. deflate is used for deflate balloon.  The bad review of his work deflated his self - confidence .,35
127,economy,,deflate, The new measures deflated the economy .,3,1,economy has property bad. economy is at location city. economy is used for buy thing. deflate desires be extinguish. deflate is at location opera. deflate is used for deflate balloon.  The new measures deflated the economy .,33
128,currency,,deflate, deflate the currency .,0,1,currency has property worthless. currency is at location wallet. currency is used for buy thing. deflate desires be extinguish. deflate is at location opera. deflate is used for deflate balloon.  deflate the currency .,30
129,balloon,,deflate, The balloons deflated .,2,0,balloon has property fun. balloon is at location sky. balloon is used for decorate tree. deflate desires be extinguish. deflate is at location opera. deflate is used for deflate balloon.  The balloons deflated .,32
130,suit,,design, Chanel designed the famous suit .,1,0,suit has property comfortable. suit is at location closet. suit is used for wear. design desires be write. design is at location art store. design is used for make something.  Chanel designed the famous suit .,31
131,excuse,,design, She designed a good excuse for not attending classes that day .,1,1,excuse has property good. excuse is at location church. excuse is used for get someone attention. design desires be write. design is at location art store. design is used for make something.  She designed a good excuse for not attending classes that day .,33
132,home,,devour, Fire had devoured our home .,2,1,home has property nice. home is at location city. home is used for live in. devour desires get fuck. devour is at location pizza. devour is used for satisfy hunger.  Fire had devoured our home .,32
133,novel,,devour, She devoured his novels .,1,1,novel has property fun. novel is at location bookstore. novel is used for entertainment. devour desires get fuck. devour is at location pizza. devour is used for satisfy hunger.  She devoured his novels .,30
134,sandwich,,devour, he devoured three sandwiches .,1,0,sandwich has property good. sandwich is at location fridge. sandwich is used for eat. devour desires get fuck. devour is at location pizza. devour is used for satisfy hunger.  he devoured three sandwiches .,30
135,milk,,digest, I can not digest milk products .,3,0,milk has property good. milk is at location milk. milk is used for milk. digest desires eat. digest is at location jar. digest is used for learn.  I can not digest milk products .,30
136,information,,digest, I can not digest all this information .,3,1,information has property useful. information is at location newspaper. information is used for learn. digest desires eat. digest is at location jar. digest is used for learn.  I can not digest all this information .,30
137,protein,,digest, Protein digests in a few hours .,1,0,protein has property good for you. protein is at location store. protein is used for make food healthy. digest desires eat. digest is at location jar. digest is used for learn.  Protein digests in a few hours .,32
138,law,,digest, the government digested the entire law into a code .,2,1,law has property important. law is at location office. law is used for enforce law. digest desires eat. digest is at location jar. digest is used for learn.  the government digested the entire law into a code .,30
139,martini,,down, He downed three martinis before dinner .,1,1,martini has property good. martini is at location bar. martini is used for drink. down desires play. down is at location tree. down is used for get somewhere.  He downed three martinis before dinner .,29
140,pound,,down, Some people can down a pound of meat in the course of one meal .,3,1,pound has property heavy. pound is at location jar. pound is used for pound. down desires play. down is at location tree. down is used for get somewhere.  Some people can down a pound of meat in the course of one meal .,31
141,suspect,,down, The policeman downed the heavily armed suspect .,2,0,suspect has property suspect. suspect is at location crime scene. suspect is used for solve crime. down desires play. down is at location tree. down is used for get somewhere.  The policeman downed the heavily armed suspect .,32
142,water,,drain, The rain water drains into this big vat .,3,0,water has property good for you. water is at location ice. water is used for wash. drain desires fill with water. drain is at location drain. drain is used for drain.  The rain water drains into this big vat .,34
